"Date","Open","High","Low","Close","Volume","Market.Cap","coin","Delta"
"2018-01-10",6.48,6.55,5.89,6.17,"621,204","52,754,900","PHR",-0.0478395061728396
"2018-01-09",6.67,7.23,5.99,6.56,"1,457,370","54,225,900","PHR",-0.0164917541229386
"2018-01-08",7.41,7.85,5.85,6.69,"674,288","60,135,300","PHR",-0.097165991902834
"2018-01-07",5.87,7.75,5.58,7.42,"1,211,770","47,575,700","PHR",0.264054514480409
"2018-01-06",4.92,6.12,4.57,5.73,"792,773","39,842,700","PHR",0.164634146341464
"2018-01-05",4.3,4.88,4.18,4.88,"482,909","34,783,900","PHR",0.134883720930233
"2018-01-04",4.38,4.78,4.12,4.4,"642,202","35,355,100","PHR",0.00456621004566221
"2018-01-03",4.63,5.03,4.13,4.46,"604,704","37,343,600","PHR",-0.0367170626349892
"2018-01-02",4.47,5.09,3.92,4.65,"714,277","36,018,200","PHR",0.0402684563758391
"2018-01-01",4.6,4.87,4.27,4.31,"276,005","37,041,200","PHR",-0.0630434782608696
"2017-12-31",4.84,5.19,4.22,4.59,"346,586","38,883,800","PHR",-0.0516528925619835
"2017-12-30",4.94,5.17,3.8,4.77,"717,214","39,652,400","PHR",-0.0344129554655872
"2017-12-29",5.3,5.88,4.74,4.81,"537,257","42,513,600","PHR",-0.0924528301886793
"2017-12-28",5.64,5.64,4.66,5.13,"498,053","45,143,300","PHR",-0.0904255319148936
"2017-12-27",5.64,6.37,4.08,5.56,"870,367","45,132,300","PHR",-0.0141843971631206
"2017-12-26",5.09,6.17,4.41,5.64,"898,814","40,657,600","PHR",0.108055009823183
"2017-12-25",3.96,7.01,3.83,5.32,"1,194,360","31,568,400","PHR",0.343434343434344
"2017-12-24",3.96,4.16,2.98,3.92,"889,004","31,550,100","PHR",-0.0101010101010101
"2017-12-23",2.66,4.34,2.51,3.91,"777,025","21,230,100","PHR",0.469924812030075
"2017-12-22",3.23,3.41,2.06,2.65,"350,689","25,679,200","PHR",-0.179566563467492
"2017-12-21",2.26,3.82,2.24,3.22,"839,572","17,988,600","PHR",0.424778761061947
"2017-12-20",2.6,2.65,1.83,2.26,"547,494","25,571,500","PHR",-0.130769230769231
"2017-12-19",3.43,3.52,2.19,2.58,"916,786","33,706,600","PHR",-0.247813411078717
"2017-12-18",3.25,3.78,2.74,3.46,"1,447,320","31,897,600","PHR",0.0646153846153846
"2017-12-17",2.13,3.75,1.92,3.24,"2,074,470","20,925,000","PHR",0.52112676056338
