"Date","Open","High","Low","Close","Volume","Market.Cap","coin","Delta"
"2018-01-10",0.034905,0.043764,0.032058,0.037796,"2,310","2,144,740","MAX",0.082824810199112
"2018-01-09",0.03027,0.045282,0.030169,0.034859,"4,263","1,859,980","MAX",0.151602246448629
"2018-01-08",0.03485,0.042387,0.026777,0.030353,"3,880","2,141,370","MAX",-0.129038737446198
"2018-01-07",0.034233,0.035343,0.024741,0.034736,"3,483","2,103,480","MAX",0.0146934244734614
"2018-01-06",0.022079,0.03435,0.021837,0.034258,"2,058","1,356,670","MAX",0.551610127270257
"2018-01-05",0.022772,0.033666,0.020719,0.022062,"4,904","1,399,230","MAX",-0.0311786404356228
"2018-01-04",0.024489,0.026291,0.022413,0.022767,"921","1,504,660","MAX",-0.0703172853117727
"2018-01-03",0.025072,0.027263,0.022388,0.026323,"2,614","1,540,200","MAX",0.0498962986598595
"2018-01-02",0.020792,0.025282,0.017553,0.025162,"1,981","1,277,030","MAX",0.210176991150442
"2018-01-01",0.0151,0.020874,0.014332,0.020794,"7,509","927,238","MAX",0.377086092715232
"2017-12-31",0.015257,0.017627,0.012912,0.015042,"1,373","936,745","MAX",-0.0140918922461821
"2017-12-30",0.0158,0.018142,0.013878,0.015424,"717","969,905","MAX",-0.0237974683544305
"2017-12-29",0.013455,0.019123,0.013289,0.01584,"2,974","825,765","MAX",0.177257525083612
"2017-12-28",0.014895,0.018125,0.012687,0.013317,"1,326","914,003","MAX",-0.105941591137966
"2017-12-27",0.012828,0.020272,0.012005,0.014927,"2,032","787,003","MAX",0.16362644215778
"2017-12-26",0.011283,0.014349,0.011237,0.012819,"720","692,091","MAX",0.136134006913055
"2017-12-25",0.012678,0.012678,0.010746,0.011295,"978","777,529","MAX",-0.109086606720303
"2017-12-24",0.014022,0.01488,0.010042,0.012548,"2,261","859,794","MAX",-0.105120524889459
"2017-12-23",0.012824,0.016298,0.010741,0.013869,"1,605","786,204","MAX",0.0814878353087959
"2017-12-22",0.010371,0.013378,0.008012,0.012704,"611","635,655","MAX",0.224954199209334
"2017-12-21",0.010055,0.012866,0.009998,0.010335,"387","616,184","MAX",0.0278468423669817
"2017-12-20",0.015152,0.016281,0.009545,0.010028,"2,756","928,400","MAX",-0.338173178458289
"2017-12-19",0.016646,0.018037,0.011425,0.015167,"3,078","1,019,760","MAX",-0.0888501742160279
"2017-12-18",0.015114,0.017936,0.014436,0.016632,"598","925,737","MAX",0.100436681222707
"2017-12-17",0.014023,0.019749,0.01392,0.015069,"1,896","858,759","MAX",0.0745917421379163
"2017-12-16",0.013765,0.016582,0.012935,0.014021,"701","842,761","MAX",0.0185978932074102
"2017-12-15",0.013436,0.015877,0.01329,0.013745,"847","822,493","MAX",0.0229979160464424
"2017-12-14",0.012118,0.019609,0.010526,0.013416,"1,322","741,669","MAX",0.107113385047038
